Property ID,Category,Maintained By,Name,Ward Number,Address,Unique ID
1000810100334,HOSPITAL,STATE,VETERINARY HOSPITAL,81,ISMAIL STREET,1000810400003
1000810100005,HOSPITAL,PRIVATE,TELUGUPALAYAM HOSPITAL,81,BIG BAZAR STREET,1000810400002
1000810100114,HOSPITAL,PRIVATE,MOSES GNANAPARANAM HOSPITAL,81,BIG BAZAR STREET,1000810400001
1000830100152,DAILY MARKET,CORPORATION,THIYAGI KUMARAN MARKET,83,BIG BAZAR STREET,1000830400004
1000830100281,HOSPITAL,PRIVATE,PRASANNA HOMEO CLINIC,83,BIG BAZAR STREET,1000830400003
1000830100082,MARRIAGE HALL,PRIVATE,KALYANA MANDABAM,83,VAISYAL STREET,1000830400002
1000830100193,MARRIAGE HALL,PRIVATE,SRI VASAVI MAHAL,83,VAISYAL STREET,1000830400001
1000840100626,MARRIAGE HALL,CORPORATION,C M C KALYANA MANDABAM,84,DHARMARAJA KOVIL STREET,1000840400001
1000840100424,HOSPITAL,CORPORATION,GOVERNMENT HOSPITAL,84,VAISYAL STREET,1000840400002
1000840100136,SLAUGHTER HOUSE,STATE,SLAUGHTER HOUSE,84,OPPANAKKARA STREET,1000840400003
1000840100161,DAILY MARKET,CORPORATION,CORPORATION MARKET,84,RAMAR KOVIL STREET,1000840400004
1000840100375,COMMUNITY HALL,CORPORATION,SAMUTHAYA KOODAM,84,RAMAR KOVIL STREET,1000840400005
1000840100424,HOSPITAL,CORPORATION,GOVERMENT HOSPITAL,84,VAISYAL STREET,1000840400006
1000820100203,BUS STAND,STATE,UKKADAM BUS STAND,82,PALAKKAD ROAD,1000820400003
1000820100123,GODOWN,PRIVATE,POTHYS GODOWN,82,NAVAB HAKKIM ROAD,1000820400002
1000820100083,COMMUNITY HALL,PRIVATE,NALLAJAN SAMUTHAYA KOODAM,82,B K CHETTY STREET,1000820400001
1000680100177,PARK,CORPORATION,CORPORATION PARK,68,KANNIKA PARAMESHWARI LAYOUT,1000680400006
1000680100255,PARK,CORPORATION,CORPORATION PARK,68,KANNIKA PARAMESHWARI LAYOUT,1000680400005
1000680100714,COMMUNITY HALL,PRIVATE,LOGIYA SINDHANAI MANDRAM,68,BAJANAI KOVIL STREET,1000680400004
1000680100852,HOSPITAL,PRIVATE,RICHMOND DENTAL CLINIC,68,NACHIYANNA ANGANNAN STREET,1000680400003
1000680100487,HOSPITAL,PRIVATE,R.K HOSPITAL,68,SUBRAMANIAM ROAD,1000680400002
1000680100029,PARK,PRIVATE,ARTHI HOSPITAL,68,NANJUNDAPURAM ROAD,1000680400001
1000740102174,PARK,CORPORATION,CORPORATION PARK,74,J K GARDEN,1000740400004
1000740100193,HOSPITAL,PRIVATE,AYURVEDIC TRUST,74,BHARATHI NAGAR,1000740400003
1000740100050,HOSPITAL,PRIVATE,AYURVEDIC TRUST,74,BHARATHI NAGAR,1000740400002
1000740101090,HOSPITAL,PRIVATE,MANU HOSPITAL,74,THIYAGI SIVARAM NAGAR,1000740400001
1000590101800,HOSPITAL,PRIVATE,BABY HOSPITAL,59,RANI GARDEN,1000590400001
1000600101672,PARK,CORPORATION,CORPORATION PARK,60,TAGORE NAGAR EXTENSION,1000600400005
1000600101332,COMMUNITY HALL,PRIVATE,THALAIVAR KURAMBA  SAMUGA SANGAM,60,SUNGAM ROAD,1000600400004
1000600101093,HOSPITAL,STATE,E S I HOSPITAL,60,KRISHNAMMA NAIDU STREET,1000600400003
1000600100275,BURIAL GROUND,CORPORATION,CORPORATION BURIAL GROUND,60,IRUGOOR ITTERY,1000600400002
1000600100001,PARK,CORPORATION,SEMMOZHI POONGA,60,ANNAI INDIRA NAGAR,1000600400001
1000610102508,BURIAL GROUND,CORPORATION,SINGANALLUR CORPORATION BURIAL GROUND,61,TRICHY ROAD,1000610400005
1000610101793,PLAY GROUND,CORPORATION,SINGANALLUR ANNA PLAY GROUND,61,SIVA SRI GARDEN,1000610400004
1000560101866,PARK,CORPORATION,CORPORATION PARK,56,HUDCO COLONY,1000560400007
1000560100164,PARK,CORPORATION,CORPORATION PARK,56,HUDCO COLONY,1000560400008
1000650100981,HOSPITAL,PRIVATE,N R G HOSPITAL,65,KRISHNA NAGAR,1000650400001
1000650100715,HOSPITAL,PRIVATE,C M R CLINIC,65,ANNAMALAI NAGAR SECOND STREET,1000650400002
1000650100510,PARK,CORPORATION,CORPORATION PARK,65,ANNAI VELANKANI NAGAR,1000650400003
1000650100508,BURIAL GROUND,CORPORATION,BURIAL GROUND,65,KALLARAI STREET,1000650400004
1000650100758,COMMUNITY HALL,CORPORATION,SAMUTHAYA KUDAM,65,INDRA NAGAR EAST SECOND STREET,1000650400005
1000650100093,COMMUNITY HALL,CORPORATION,SAMUTHAYA KUDAM,65,UDAYAMPALAYAM MAIN ROAD,1000650400006
1000650100502,HOSPITAL,PRIVATE,SARAVANA CLINIC,65,BALADHANDAYUTHAM STREET,1000650400007
1000650101571,PARK,CORPORATION,CORPORATION PARK,65,BALADHANDAYUTHAM STREET,1000650400008
1000660101492,PARK,CORPORATION,CORPORATION PARK,66,RAJIV GANDHI NAGAR,1000660400001
1000660101250,HOSPITAL,PRIVATE,V G M HOSPITAL,66,B.R.LAYOUT,1000660400002
1000660100822,MARRIAGE HALL,PRIVATE,ANDAAL MARRIGE HALL,66,TRICHY ROAD,1000660400003
1000660101228,HOSPITAL,PRIVATE,K J P HOSPITAL,66,KRISHNA COLONY,1000660400004
1000660101410,HOSPITAL,PRIVATE,ANUSEYA CLINIC,66,RAJA NAGAR,1000660400005
1000660101633,PARK,CORPORATION,CORPORATION PARK,66,RAM GARDENS,1000660400006
1000660101637,HOSPITAL,PRIVATE,G R HOSPITAL,66,NETHAJI MAIN ROAD,1000660400007
1000660101856,HEALTH CENTRE,PRIVATE,HEALTH CARE CENTER,66,ASHOK STREET,1000660400008
1000660102044,HOSPITAL,PRIVATE,SWATHI HOSPITAL,66,PULIYAKULAM ROAD,1000660400009
1000660100497,HOSPITAL,PRIVATE,M S CLINIC,66,NAVA INDIA ROAD,1000660400010
1000660100359,HOSPITAL,PRIVATE,KURINJI HOSPITAL,66,NAVA INDIA ROAD,1000660400011
1000670100999,PARK,CORPORATION,CHILDRENS PARK,67,T NAGAR,1000670400001
1000670100077,MARRIAGE HALL,PRIVATE,S N MANDABAM,67,KONGU NAGAR,1000670400002
1000670100519,MARRIAGE HALL,CORPORATION,CORPORTION MARRIGE HALL,67,NAGAPPAN STREET,1000670400003
1000670100870,HOSPITAL,STATE,E S I CORPORATION,67,POOSARI MARIYAPPAN STREET,1000670400004
1000670100182,HOSPITAL,PRIVATE,VAKIL EYE CLINIC HOSPITAL,67,KONGU NAGAR,1000670400005
1000670100182,HOSPITAL,PRIVATE,DEEPAM HOSPITAL,67,KONGU NAGAR,1000670400006
1000670101233,HOSPITAL,PRIVATE,SATHYAN EYE HOSPITAL,67,SOWRIPALAYAM ROAD,1000670400007
1000670101154,HOSPITAL,PRIVATE,SRI DURGA POLYCLINIC,67,SOWRIPALAYAM ROAD,1000670400008
1000670100065,HOSPITAL,PRIVATE,N.M HOSPITAL,67,NAGAPPAN STREET,1000670400009
1000670100184,COMMUNITY HALL,CORPORATION,SAMUTHAYA KOODAM,67,KRISHNASAMY NAGAR,1000670400010
1000690100840,HOSPITAL,PRIVATE,RAJNI PREM HOSPITAL,69,SOWRIPALAYAM ROAD,1000690400009
1000690100507,HOSPITAL,PRIVATE,ARUNDAATHI VARSITAR EYE CARE HOSPITAL,69,PANKAJA MILLS ROAD,1000690400008
1000690100707,HOSPITAL,PRIVATE,VENILA HOMEO HOSPITAL,69,TRICHY ROAD,1000690400007
1000690100754,HOSPITAL,PRIVATE,NAIDU DENTAL CLINIC,69,L G B COLONY,1000690400006
1000690100026,HOSPITAL,CORPORATION,GOVERMANT HOSPITAL,69,TRICHY ROAD,1000690400005
1000690100010,HOSPITAL,PRIVATE,SENTHIL KUMARAN HOSPITAL,69,TRICHY ROAD,1000690400004
1000690100031,HOSPITAL,PRIVATE,SRI BALU MEDICAL CENTER AND HOSPITAL,69,TRICHY ROAD,1000690400003
1000690100434,HOSPITAL,PRIVATE,MAHADEVAN HOSPITAL,69,TRICHY ROAD,1000690400002
1000690100165,COMMUNITY HALL,CORPORATION,CORPORATION COMMUNITY HALL,69,PANKAJA MILLS ROAD,1000690400001
1000390102002,GODOWN,CENTRAL,RAILWAY GODOWN,39,AVINASHI ROAD,1000390400003
1000390102002,GODOWN,CENTRAL,RAILWAY GODOWN,39,AVINASHI ROAD,1000390400004
1000390101897,HOSPITAL,PRIVATE,THANGAM MEDICAL CENTRE,39,AVINASHI ROAD,1000390400001
1000390100344,GODOWN,CENTRAL,RAILWAY GODOWN,39,V.K.ROAD,1000390400008
1000390100334,GODOWN,CENTRAL,RAILWAY GODOWN,39,PEELAMADU JUNCTION ROAD,1000390400007
1000390100243,GODOWN,CENTRAL,RAILWAY GODOWN,39,PEELAMADU JUNCTION ROAD,1000390400016
1000390100345,GODOWN,CENTRAL,RAILWAY GODOWN,39,PEELAMADU JUNCTION ROAD,1000390400012
1000390100345,GODOWN,CENTRAL,RAILWAY GODOWN,39,PEELAMADU JUNCTION ROAD,1000390400013
1000390100345,GODOWN,CENTRAL,RAILWAY GODOWN,39,PEELAMADU JUNCTION ROAD,1000390400011
1000390100345,GODOWN,CENTRAL,RAILWAY GODOWN,39,PEELAMADU JUNCTION ROAD,1000390400009
1000390100345,GODOWN,CENTRAL,RAILWAY GODOWN,39,PEELAMADU JUNCTION ROAD,1000390400014
1000390101312,GODOWN,CENTRAL,RAILWAY GODOWN,39,PEELAMADU JUNCTION ROAD,1000390400015
1000390100345,GODOWN,CENTRAL,RAILWAY GODOWN,39,PEELAMADU JUNCTION ROAD,1000390400010
1000390101803,PARK,CORPORATION,CORPARATION PARK,39,MURUGAN NAGAR,1000390400018
1000390101510,MARRIAGE HALL,PRIVATE,THALAIVAR MAHAL,39,MURUGAN NAGAR,1000390400017
1000390101145,GODOWN,PRIVATE,GODOWN,39,CHINNASAMYAVENYU,1000390400006
1000390100293,HOSPITAL,PRIVATE,LAKSHMIPATHY CLINIC,39,V.K.ROAD,1000390400002
1000390101205,HOSPITAL,PRIVATE,BHURANI MEDICAL TRUST,39,RAJA GOPAL LAY OUT FIRST STREET,1000390400005
1000400102277,PLAY GROUND,PRIVATE,KAMADENU WELFARE ASSOCIATION PLAY GROUND,40,KAMADENU  NAGAR,1000400400001
1000400101194,PARK,CORPORATION,BRINDHAVAN  PARK,40,BPC COLONY,1000400400002
1000400100870,PARK,CORPORATION,COIMBATORE CORPORATION PARK,40,VARADARAJALU NAGAR,1000400400003
1000400101496,PARK,CORPORATION,COIMBATORE CORPORATION PARK,40,V N S NAGAR,1000400400004
1000400101729,PARK,CORPORATION,COIMBATORE CORPORATION PARK,40,HINDUSTAN AVENUE,1000400400005
1000400102501,PARK,CORPORATION,CORPORATION CHILDRENS PARK,40,VINAYAGAR KOIL STREET,1000400400006
1000400102779,MARRIAGE HALL,PRIVATE,EANDAMMA KALYANA MANDABAM,40,SARGUNAM COLONY,1000400400007
1000400101735,MARRIAGE HALL,PRIVATE,RAJA GOPAL NAIDU MARRIAGE MAHAL,40,AVARAMPALAYAM ROAD,1000400400008
1000410106717,MARRIAGE HALL,PRIVATE,MARRIAGE MAHAL,41,GANDHI MANAGAR,1000410400010
1000410103440,HOSPITAL,PRIVATE,DR.DURAI KANNAN HOSPITAL,41,SATHY ROAD,1000410400009
1000410100751,HOSPITAL,PRIVATE,SHIVA HOSPITAL,41,SATHY ROAD,1000410400008
1000410104526,HOSPITAL,PRIVATE,TAMIL SELVI CLINIC,41,VILANKURUCHI ROAD,1000410400007
1000410104369,HOSPITAL,PRIVATE,SITHA AYURVEDIC HOSPITAL,41,T N H B COLONY,1000410400006
1000410103024,HOSPITAL,PRIVATE,ABIRAMI HOSPITAL,41,ANNA NAGAR,1000410400005
1000410100754,MARRIAGE HALL,PRIVATE,ARUNA KALYANA MANDAPAM,41,ATHIPALAYAM ROAD,1000410400004
1000410106117,HOSPITAL,PRIVATE,S.S HOSPITAL,41,V O C NAGAR,1000410400003
1000410100782,HOSPITAL,PRIVATE,E.N.T.HOSPITAL,41,SATHY ROAD,1000410400002
1000410103429,HOSPITAL,PRIVATE,UMA SELVI CLINIC,41,SATHY ROAD,1000410400001
1000440100560,PARK,CORPORATION,CORPORATION PARK,44,THIRUMALAI SAMY STREET,1000440400006
1000440102348,PARK,CORPORATION,CORPORATION PARK,44,RANGA LAYOUT,1000440400005
1000440102951,GODOWN,PRIVATE,PLY CENTRE GODOWN,44,METTUPALAYAM ROAD,1000440400004
1000440103094,COMMERCIAL,PRIVATE,AIRCEL,44,METTUPALAYAM ROAD,1000440400003
1000440102951,GODOWN,PRIVATE,TASMAC GODOWN,44,METTUPALAYAM ROAD,1000440400002
1000440100407,HOSPITAL,PRIVATE,RAJSRI HOSPITAL,44,METTUPALAYAM ROAD,1000440400001
1000460101228,HOSPITAL,PRIVATE,VIJAY HOSPITAL,46,RAJA NAIDU STREET,1000460400001
1000460100726,HOSPITAL,CORPORATION,CHILD HOSPITAL,46,SANGANOOR ROAD,1000460400002
1000460100103,BURIAL GROUND,CORPORATION,BURIAL GROUND,46,JAYAPRAKASH NAGAR MAIN ROAD,1000460400003
1000610102439,MARRIAGE HALL,PRIVATE,VAANIYAR KALYANA MANDAPAM,61,K P R LAYOUT 1,1000610400003
1000610101306,HOSPITAL,PRIVATE,SRI RAM POLY CLINIC HOSPITAL,61,TRICHY ROAD,1000610400002
1000610101978,HOSPITAL,PRIVATE,C R R RUCKMANIAMMAL HOSPITAL,61,TRICHY ROAD,1000610400001
1000630100865,MARRIAGE HALL,PRIVATE,RANGANAYAGIAMMAL KALYANA MANDAPAM,63,CENTRAL STUDIO COLONY,1000630400009
1000630100875,HEALTH CENTRE,CORPORATION,CORPORATION HEALTH CENTRE,63,BOYAR STREET,1000630400008
1000630100875,HOSPITAL,CORPORATION,CORPORATION HOSPITAL,63,BOYAR STREET,1000630400007
1000630100537,HOSPITAL,PRIVATE,N.G HOSPITAL,63,TRICHY ROAD,1000630400006
1000630100878,HOSPITAL,CORPORATION,KOVAI CORPORATION VETERINARY HOSPITAL,63,UPPILYPALAYAM STREET,1000630400005
1000630100766,HOSPITAL,STATE,E S I HOSPITAL,63,VASANTHA NAGAR,1000630400004
1000630101529,HOSPITAL,PRIVATE,SRI VIGNESH MEDICAL CENTRE,63,VASANTHA NAGAR,1000630400003
1000630100875,DAILY MARKET,CORPORATION,DAILY MARKET,63,BOYAR STREET,1000630400002
1000630101745,WEEKLY MARKET,PRIVATE,WEEKLY MARKET,63,KAMARAJAR NAGAR,1000630400001
1000750100132,MARRIAGE HALL,PRIVATE,S N ARANGAM MANDABAM,75,KONGU NAGAR,1000750400007
1000750101678,MARRIAGE HALL,PRIVATE,KARUPPANA GOUNDER MANDABAM,75,SUBRAMANIAR KOVIL STREET,1000750400006
1000750100949,GODOWN,PRIVATE,GODOWN,75,ELAHI NAGAR,1000750400005
1000750101552,HOSPITAL,CORPORATION,CORPORATION VETERINARY HOSPITAL,75,PERUMAL KOVIL STREET,1000750400004
1000750100019,BURIAL GROUND,CORPORATION,BURIAL GROUND,75,WEST PUDUR,1000750400003
1000750101472,HEALTH CENTRE,CORPORATION,COIMBATORE CORPORATION URBAN HEALTH CENTER,75,DEVANDRA STREET EAST,1000750400002
1000750101820,CREMATORIUM,CORPORATION,CREMATORIUM,75,KANNIMAR KOVIL STREET,1000750400001
1000370100030,MARRIAGE HALL,PRIVATE,PADMAVATHY MANDAPAM,37,AVINASHI ROAD,1000370400002
1000370101358,GODOWN,STATE,TAMILNADU MEDICAL SERVICE CO-OP LTD,37,AVINASHI ROAD,1000370400001
1000560100012,HOSPITAL,PRIVATE,BANUMATHI CLINIC,56,ANNA NAGAR MAIN ROAD,1000560400001
1000560102295,HOSPITAL,PRIVATE,ALPHONSE MARIYADAS HOSPITAL,56,THIRUMAGAL NAGAR,1000560400002
1000560101776,PARK,CORPORATION,CORPORATION PARK,56,THIRUMAGAL NAGAR 11TH CROSS STREET,1000560400003
1000560100418,HOSPITAL,STATE,URBAN HEALTH CENTRE,56,SOWRIPALAYAM MAIN ROAD,1000560400004
1000560101120,HOSPITAL,PRIVATE,SMITH HOSPITAL,56,MASAKALI PALAYAM ROAD,1000560400005
1000560101116,HOSPITAL,PRIVATE,RAJ HOSPITAL,56,BALAN NAGAR,1000560400006
1000470100941,MARRIAGE HALL,PRIVATE,KAMATCHIYAMMAN KALYANA MANDABAM,47,PALANI ANDAVAR KOVIL STREET,1000470400003
1000470100176,PARK,CORPORATION,CORPORATION CHILDREN'S PARK,47,MARUTHAIYA NAGAR,1000470400002
1000470101103,PARK,CORPORATION,CORPORATION CHILDREN'S PARK,47,KUMARAN NAGAR,1000470400001
1000550101556,HOSPITAL,PRIVATE,MEKALA HOSPITAL,55,PERUMAL KOVIL STREET,1000550400012
1000550101360,MARRIAGE HALL,PRIVATE,BALAJI KALYANA MANDAPAM,55,G K D NAGAR,1000550400011
1000550101633,HOSPITAL,PRIVATE,KUPPUSAMY NAIDU MEMORIAL HOSPITAL,55,GOVINDASAMY THOTTA SALAI,1000550400010
1000550101396,HOSPITAL,PRIVATE,CHANDRA SEKARAN HOSPITAL,55,KATTUR ROAD,1000550400009
1000550100205,GODOWN,PRIVATE,GODOWN,55,RAMASAMY LAYOUT,1000550400008
1000550100574,HOSPITAL,CORPORATION,COIMBATORE CORPORATION HOSPITAL,55,JAYASIMMAPURAM,1000550400007
1000550100258,HOSPITAL,PRIVATE,RADHA KRISHNAN HOSPITAL,55,ARUNDHATHIYAR STREET,1000550400006
1000550100091,HOSPITAL,STATE,ECHS POLY CLINIC,55,G R D ROAD,1000550400005
1000550100141,HOSPITAL,PRIVATE,COIMBATORE KIDNEY CENTRE,55,PULIYAKULAM MAIN ROAD,1000550400004
1000550100020,HOSPITAL,PRIVATE,KUPPUSAMY NAIDU MEMORIAL HOSPITAL,55,NETHAJI ROAD,1000550400003
1000550100029,HOSPITAL,PRIVATE,KUPPUSAMY NAIDU MEMORIAL HOSPITAL,55,NETHAJI ROAD,1000550400002
1000550100028,HOSPITAL,PRIVATE,KUPPUSAMY NAIDU MEMORIAL HOSPITAL,55,KATTUR ROAD,1000550400001
1000380100386,BURIAL GROUND,CORPORATION,BURIAL GROUND,38,VILANKURICHI ROAD,1000380400001
1000760100975,HOSPITAL,PRIVATE,RAJIV GANDHI NATIONAL CRECHE,76,SUBARAMANIYA UDAIYAR STREET,1000760400012
1000760102456,PARK,CORPORATION,CORPORATION CHILDERN PARK,76,TEXTOOL COLONY,1000760400011
